Player,Pos,Age,Tm,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,ORB,DRB,TRB,AST,STL,BLK,testdata
Bones Hyland,1,22,TOT,4.1,10.2,0.399,2.1,5.6,0.371,2.0,4.6,0.434,0.4,2.1,2.4,3.1,0.7,0.3,0
Devonte' Graham,1,27,TOT,2.2,5.9,0.374,1.6,4.6,0.352,0.6,1.3,0.452,0.3,1.4,1.7,2.7,0.6,0.2,0
Tyrese Haliburton,1,22,IND,7.4,15.0,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.6,3.1,3.7,10.4,1.6,0.4,0
R.J. Hampton,1,21,TOT,2.2,5.0,0.43,0.9,2.5,0.353,1.3,2.6,0.504,0.4,1.5,1.9,1.1,0.6,0.2,0
James Harden,1,33,PHI,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.7,5.4,6.1,10.7,1.2,0.5,0
TyTy Washington Jr.,1,21,HOU,1.9,5.2,0.363,0.6,2.6,0.238,1.3,2.6,0.488,0.1,1.4,1.5,1.5,0.5,0.1,0
Killian Hayes,1,21,DET,4.0,10.7,0.377,1.1,3.8,0.28,3.0,7.0,0.429,0.4,2.5,2.9,6.2,1.4,0.4,0
George Hill,1,36,TOT,1.7,3.6,0.47,0.7,2.1,0.358,1.0,1.5,0.62,0.3,1.5,1.8,2.4,0.6,0.1,0
Aaron Holiday,1,26,ATL,1.5,3.5,0.418,0.6,1.4,0.409,0.9,2.1,0.424,0.4,0.8,1.2,1.4,0.6,0.2,0
Jrue Holiday,1,32,MIL,7.3,15.3,0.479,2.4,6.1,0.384,5.0,9.1,0.542,1.2,3.9,5.1,7.4,1.2,0.4,1
John Wall,1,32,LAC,4.1,9.9,0.408,1.0,3.2,0.303,3.1,6.7,0.459,0.4,2.3,2.7,5.2,0.8,0.4,0
Trevor Hudgins,1,23,HOU,0.4,1.8,0.222,0.4,1.6,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0
Marcus Smart,1,28,BOS,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,0.8,2.4,3.1,6.3,1.5,0.4,0
Kemba Walker,1,32,DAL,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.3,1.4,1.8,2.1,0.2,0.2,0
Kyrie Irving,1,30,TOT,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,1.0,4.1,5.1,5.5,1.1,0.8,0
Frank Jackson,1,24,UTA,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1
Quenton Jackson,1,24,WAS,2.1,4.7,0.452,0.1,1.3,0.083,2.0,3.3,0.6,0.2,0.7,0.9,1.7,0.4,0.1,1
Reggie Jackson,1,32,TOT,3.9,9.4,0.411,1.4,4.2,0.333,2.5,5.2,0.474,0.4,1.8,2.1,3.4,0.7,0.1,0
Jordan Goodwin,1,24,WAS,2.5,5.7,0.448,0.6,1.9,0.322,1.9,3.8,0.511,0.9,2.4,3.3,2.7,0.9,0.4,0
Jacob Gilyard,1,24,MEM,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,4.0,4.0,7.0,3.0,0.0,0
Shai Gilgeous-Alexander,1,24,OKC,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.533,0.9,4.0,4.8,5.5,1.6,1.0,0
Russell Westbrook,1,34,TOT,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,1.2,4.6,5.8,7.5,1.0,0.5,0
Mike Conley,1,35,TOT,3.9,9.1,0.428,2.0,5.2,0.385,1.9,3.9,0.486,0.5,2.2,2.7,6.7,1.1,0.2,0
Cade Cunningham,1,21,DET,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,1.0,5.2,6.2,6.0,0.8,0.6,1
Stephen Curry,1,34,GSW,10.0,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,0.7,5.4,6.1,6.3,0.9,0.4,0
Dyson Daniels,1,19,NOP,1.5,3.5,0.418,0.5,1.5,0.314,1.0,2.1,0.492,0.6,2.6,3.2,2.3,0.7,0.2,0
JD Davison,1,20,BOS,0.7,1.6,0.421,0.2,0.6,0.286,0.5,1.0,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0
Matthew Dellavedova,1,32,SAC,0.5,1.6,0.34,0.3,0.8,0.333,0.3,0.7,0.348,0.0,0.4,0.4,1.3,0.2,0.0,0
Lindell Wigginton,1,24,MIL,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.0,1.0,1.0,2.0,0.0,0.3,1
Spencer Dinwiddie,1,29,TOT,5.8,13.3,0.438,2.3,6.2,0.369,3.5,7.1,0.498,0.4,3.1,3.4,6.5,0.8,0.3,0
Carlik Jones,1,25,CHI,0.9,2.1,0.4,0.4,0.9,0.5,0.4,1.3,0.333,0.1,0.6,0.7,0.9,0.3,0.0,1
Luka Don?i?,1,23,DAL,10.9,22.0,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.8,7.8,8.6,8.0,1.4,0.5,1
Jeff Dowtin,1,25,TOR,1.0,2.3,0.439,0.2,0.6,0.313,0.8,1.6,0.488,0.2,0.7,0.9,1.2,0.4,0.1,0
Goran Dragi?,1,36,TOT,2.4,5.8,0.421,0.9,2.5,0.359,1.5,3.3,0.468,0.3,1.1,1.4,2.6,0.2,0.1,1
Kris Dunn,1,28,UTA,5.3,9.8,0.537,0.8,1.6,0.472,4.5,8.2,0.55,0.4,4.1,4.5,5.6,1.1,0.5,0
Malachi Flynn,1,24,TOR,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.3,1.2,1.4,1.3,0.4,0.1,0
Trent Forrest,1,24,ATL,1.1,2.6,0.417,0.0,0.1,0.0,1.1,2.5,0.431,0.2,1.4,1.6,1.7,0.3,0.1,0
De'Aaron Fox,1,25,SAC,9.3,18.2,0.512,1.6,5.0,0.324,7.7,13.2,0.584,0.5,3.6,4.2,6.1,1.1,0.3,0
Markelle Fultz,1,24,ORL,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,1.2,2.8,3.9,5.7,1.5,0.4,0
Darius Garland,1,23,CLE,7.6,16.4,0.462,2.4,6.0,0.41,5.1,10.4,0.492,0.4,2.3,2.7,7.8,1.2,0.1,0
Devon Dotson,1,23,WAS,0.2,1.7,0.1,0.2,0.7,0.25,0.0,1.0,0.0,1.0,0.7,1.7,1.3,0.8,0.0,0
Kennedy Chandler,1,20,MEM,1.0,2.3,0.422,0.1,0.4,0.133,0.9,1.9,0.485,0.3,0.8,1.1,1.6,0.3,0.1,0
Tre Jones,1,23,SAS,5.0,10.9,0.459,0.7,2.3,0.285,4.4,8.6,0.506,0.8,2.8,3.6,6.6,1.3,0.1,0
Cory Joseph,1,31,DET,2.4,5.7,0.427,1.1,2.9,0.389,1.3,2.8,0.468,0.3,1.4,1.7,3.5,0.5,0.1,1
Cameron Payne,1,28,PHO,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.3,2.0,2.2,4.5,0.7,0.2,0
Gary Payton II,1,30,TOT,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2.0,0.651,1.1,2.0,3.1,1.4,1.0,0.2,0
Scotty Pippen Jr.,1,22,LAL,0.7,2.0,0.333,0.2,0.5,0.333,0.5,1.5,0.333,0.3,0.3,0.7,0.3,0.3,0.2,0
Jordan Poole,1,23,GSW,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.4,2.4,2.7,4.5,0.8,0.3,0
Kevin Porter Jr.,1,22,HOU,6.6,15.0,0.442,2.4,6.5,0.366,4.2,8.5,0.501,1.3,4.0,5.3,5.7,1.4,0.3,0
Jason Preston,1,23,LAC,1.3,2.9,0.439,0.4,1.3,0.278,0.9,1.6,0.565,0.1,1.4,1.6,1.9,0.1,0.0,0
Payton Pritchard,1,25,BOS,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.5,1.3,1.8,1.3,0.3,0.0,1
Immanuel Quickley,1,23,NYK,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6.0,0.521,0.7,3.4,4.2,3.4,1.0,0.2,0
Jalen Suggs,1,21,ORL,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,1.0,2.0,3.0,2.9,1.3,0.5,0
Ryan Rollins,1,20,GSW,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.3,0.8,1.0,0.5,0.1,0.1,1
Derrick Rose,1,34,NYK,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.3,1.2,1.5,1.7,0.3,0.2,1
Ricky Rubio,1,32,CLE,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.3,1.8,2.1,3.5,0.8,0.2,1
D'Angelo Russell,1,26,TOT,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.5,2.5,3.0,6.2,1.0,0.4,0
Dennis Schröder,1,29,LAL,4.1,9.8,0.415,1.1,3.4,0.329,3.0,6.4,0.461,0.3,2.2,2.5,4.5,0.8,0.2,0
Ben Simmons,1,26,BRK,3.2,5.6,0.566,0.0,0.0,0.0,3.2,5.5,0.571,1.0,5.3,6.3,6.1,1.3,0.6,0
Kobi Simmons,1,25,CHO,0.2,1.2,0.167,0.2,1.0,0.2,0.0,0.2,0.0,0.2,0.6,0.8,1.0,0.0,0.4,0
Ish Smith,1,34,DEN,1.2,3.0,0.397,0.0,0.3,0.167,1.2,2.8,0.42,0.1,1.1,1.3,2.3,0.2,0.2,1
Chris Paul,1,37,PHO,5.0,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,0.5,3.8,4.3,8.9,1.5,0.4,1
Frank Ntilikina,1,24,DAL,1.0,2.8,0.364,0.4,1.4,0.254,0.7,1.4,0.477,0.1,1.2,1.3,1.2,0.3,0.1,0
Daishen Nix,1,20,HOU,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.3,1.4,1.7,2.3,0.5,0.1,0
Raul Neto,1,30,CLE,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.2,0.8,1.0,1.6,0.4,0.1,1
Gabe Vincent,1,26,MIA,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,0.4,1.7,2.1,2.5,0.9,0.1,0
Fred VanVleet,1,28,TOR,6.3,16.1,0.393,3.0,8.8,0.342,3.3,7.3,0.455,0.4,3.6,4.1,7.2,1.8,0.6,0
Vit Krejci,1,22,ATL,0.5,1.3,0.405,0.2,0.7,0.238,0.3,0.6,0.625,0.2,0.7,0.9,0.6,0.2,0.0,0
Saben Lee,1,23,TOT,2.0,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,0.5,1.3,1.8,2.7,0.8,0.0,0
Kira Lewis Jr.,1,21,NOP,1.6,3.5,0.455,0.6,1.4,0.441,1.0,2.2,0.463,0.2,1.1,1.3,0.9,0.4,0.1,0
Damian Lillard,1,32,POR,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.8,4.0,4.8,7.3,0.9,0.3,1
Kyle Lowry,1,36,MIA,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.8,3.3,4.1,5.1,1.0,0.4,0
Théo Maledon,1,21,CHO,2.3,5.8,0.402,0.6,2.2,0.295,1.7,3.6,0.465,0.3,2.5,2.8,3.5,0.8,0.3,0
Tyus Jones,1,26,MEM,3.9,8.9,0.438,1.5,4.1,0.371,2.4,4.8,0.495,0.4,2.2,2.5,5.2,1.0,0.1,0
Tre Mann,1,21,OKC,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.4,1.9,2.3,1.8,0.6,0.2,1
T.J. McConnell,1,30,IND,3.8,6.9,0.543,0.3,0.8,0.441,3.4,6.2,0.556,0.6,2.5,3.1,5.3,1.1,0.1,0
Jordan McLaughlin,1,26,MIN,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.3,1.1,1.4,3.4,0.7,0.1,0
De'Anthony Melton,1,24,PHI,3.6,8.5,0.425,2.0,5.2,0.39,1.6,3.2,0.484,0.9,3.2,4.1,2.6,1.6,0.5,0
Patty Mills,1,34,BRK,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.2,0.9,1.1,1.4,0.4,0.1,0
Davion Mitchell,1,24,SAC,2.3,5.0,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.2,1.1,1.3,2.3,0.6,0.2,0
Ja Morant,1,23,MEM,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15.0,0.519,1.0,4.9,5.9,8.1,1.1,0.3,0
Monte Morris,1,27,WAS,4.0,8.3,0.48,1.3,3.3,0.382,2.7,5.0,0.543,0.4,3.0,3.4,5.3,0.7,0.2,1
Jamal Murray,1,25,DEN,7.3,16.0,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.7,3.2,4.0,6.2,1.0,0.2,0
Miles McBride,1,22,NYK,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.2,0.6,0.8,1.1,0.6,0.1,0
Alex Caruso,1,28,CHI,1.9,4.3,0.455,0.8,2.3,0.364,1.1,2.0,0.556,0.6,2.3,2.9,2.9,1.5,0.7,1
Dennis Smith Jr.,1,25,CHO,3.4,8.4,0.412,0.4,2.1,0.216,3.0,6.3,0.475,0.5,2.6,3.1,4.8,1.4,0.5,0
Malcolm Brogdon,1,30,BOS,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.6,3.6,4.2,3.7,0.7,0.3,0
Jalen Brunson,1,26,NYK,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,0.6,3.0,3.5,6.2,0.9,0.2,0
Cole Anthony,1,22,ORL,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.8,4.0,4.8,3.9,0.6,0.5,0
LaMelo Ball,1,21,CHO,8.2,20.0,0.411,4.0,10.6,0.376,4.2,9.4,0.45,1.2,5.3,6.4,8.4,1.3,0.3,0
Jose Alvarado,1,24,NOP,3.3,8.0,0.411,1.4,4.0,0.336,1.9,4.0,0.488,0.5,1.9,2.3,3.0,1.1,0.2,0
Michael Carter-Williams,1,31,ORL,1.5,3.5,0.429,0.3,0.8,0.333,1.3,2.8,0.455,0.3,1.0,1.3,1.8,0.3,0.3,0
Jamaree Bouyea,1,23,TOT,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0
Facundo Campazzo,1,31,DAL,0.4,1.6,0.231,0.4,1.4,0.273,0.0,0.3,0.0,0.0,0.3,0.3,1.1,0.8,0.0,0
Jevon Carter,1,27,MIL,3.0,7.0,0.423,1.8,4.2,0.421,1.2,2.8,0.425,0.4,2.1,2.5,2.4,0.8,0.4,0
Patrick Beverley,1,34,TOT,2.1,5.4,0.4,1.2,3.6,0.335,1.0,1.8,0.529,0.7,3.0,3.7,2.9,0.9,0.6,0
Dalano Banton,1,23,TOR,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.4,1.1,1.5,1.2,0.4,0.4,1
McKinley Wright IV,1,24,DAL,1.7,3.6,0.469,0.3,1.0,0.321,1.4,2.6,0.529,0.3,1.4,1.7,2.1,0.3,0.2,1
Ryan Arcidiacono,1,28,TOT,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.0,0.8,0.8,1.2,0.3,0.0,0
Delon Wright,1,30,WAS,2.8,5.8,0.474,0.8,2.4,0.345,1.9,3.4,0.564,1.2,2.4,3.6,3.9,1.8,0.3,0
Buddy Boeheim,1,23,DET,0.5,2.7,0.185,0.4,2.5,0.16,0.1,0.2,0.5,0.2,0.4,0.6,0.4,0.2,0.0,0
Trae Young,1,24,ATL,8.2,19.0,0.429,2.1,6.3,0.335,6.1,12.7,0.476,0.8,2.2,3.0,10.2,1.1,0.1,0
Andrew Nembhard,2,23,IND,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.5,2.2,2.7,4.5,0.9,0.2,0
Talen Horton-Tucker,2,22,UTA,4.0,9.4,0.419,0.9,3.1,0.286,3.1,6.3,0.485,0.6,2.6,3.2,3.8,0.6,0.4,0
James Bouknight,2,22,CHO,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.2,1.9,2.1,1.2,0.4,0.1,1
Tyler Herro,2,23,MIA,7.3,16.6,0.439,3.0,8.0,0.378,4.2,8.5,0.497,0.4,5.0,5.4,4.2,0.8,0.2,0
Duane Washington Jr.,2,22,PHO,3.0,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.1,1.1,1.2,2.0,0.2,0.1,0
Klay Thompson,2,32,GSW,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.6,3.6,4.1,2.4,0.7,0.4,0
Justin Holiday,2,33,TOT,1.7,4.4,0.377,1.0,3.1,0.322,0.7,1.3,0.508,0.1,1.1,1.2,0.9,0.4,0.4,0
Jaylen Nowell,2,23,MIN,4.3,9.6,0.448,1.0,3.6,0.289,3.3,6.0,0.542,0.6,2.1,2.6,2.0,0.6,0.1,0
Kevin Huerter,2,24,SAC,5.6,11.5,0.485,2.7,6.8,0.402,2.9,4.7,0.604,0.6,2.8,3.3,2.9,1.1,0.3,1
Kendrick Nunn,2,27,TOT,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.2,1.3,1.6,1.3,0.4,0.1,1
Desmond Bane,2,24,MEM,7.8,16.2,0.479,2.9,7.0,0.408,4.9,9.2,0.534,0.7,4.3,5.0,4.4,1.0,0.4,0
Dejounte Murray,2,26,ATL,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,0.7,4.5,5.3,6.1,1.5,0.3,0
Shaquille Harrison,2,29,POR,3.0,7.2,0.417,0.6,2.0,0.3,2.4,5.2,0.462,0.2,4.2,4.4,6.0,2.2,0.4,0
Christian Braun,2,21,DEN,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.6,1.8,2.4,0.8,0.5,0.2,0
Jalen Green,2,20,HOU,7.4,17.9,0.416,2.5,7.3,0.338,5.0,10.6,0.471,0.6,3.2,3.7,3.7,0.8,0.2,0
Javonte Green,2,29,CHI,1.9,3.4,0.565,0.4,1.1,0.371,1.5,2.3,0.658,0.8,1.9,2.8,0.7,0.8,0.7,0
Josh Green,2,22,DAL,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.9,2.1,3.0,1.7,0.7,0.1,0
Quentin Grimes,2,22,NYK,4.0,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,0.7,2.5,3.2,2.1,0.7,0.4,0
A.J. Lawson,2,22,TOT,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.4,1.0,1.4,0.1,0.1,0.0,0
Dalen Terry,2,20,CHI,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.3,0.7,1.0,0.6,0.3,0.1,0
Victor Oladipo,2,30,MIA,3.8,9.6,0.397,1.7,5.0,0.33,2.1,4.5,0.471,0.4,2.7,3.0,3.5,1.4,0.3,0
Tim Hardaway Jr.,2,30,DAL,4.8,11.9,0.401,3.0,7.7,0.385,1.8,4.2,0.431,0.3,3.2,3.5,1.8,0.7,0.2,0
Jaden Hardy,2,20,DAL,3.0,6.9,0.438,1.3,3.3,0.404,1.7,3.7,0.469,0.2,1.6,1.9,1.4,0.4,0.1,0
Josh Okogie,2,24,PHO,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3.0,0.442,1.5,2.0,3.5,1.5,0.8,0.5,0
Lindy Waters III,2,25,OKC,1.7,4.3,0.393,1.4,4.0,0.358,0.3,0.4,0.75,0.4,1.4,1.8,0.7,0.3,0.3,0
Gary Harris,2,28,ORL,2.9,6.4,0.45,2.0,4.5,0.431,0.9,1.9,0.494,0.4,1.6,2.0,1.2,0.9,0.3,0
Joe Harris,2,31,BRK,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.3,1.9,2.2,1.4,0.5,0.2,0
Kevon Harris,2,25,ORL,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.8,1.2,2.1,0.5,0.5,0.1,0
Lonnie Walker IV,2,24,LAL,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5.0,0.522,0.3,1.7,1.9,1.1,0.5,0.3,0
Cam Thomas,2,21,BRK,3.5,8.0,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.1,1.5,1.7,1.4,0.4,0.1,0
Wendell Moore Jr.,2,21,MIN,0.6,1.5,0.419,0.1,0.6,0.118,0.6,0.9,0.615,0.1,0.5,0.6,0.6,0.3,0.2,0
